Month of Date,Location,Date,Highest Infection Count,Percent Population Infected,Population
April 2020,Brazil,4/5/2020,11130,0.005236183,212559409
April 2020,Brazil,4/6/2020,12161,0.005721224,212559409
April 2020,Brazil,4/7/2020,14034,0.006602389,212559409
April 2020,Brazil,4/8/2020,16170,0.007607285,212559409
April 2020,Brazil,4/9/2020,18092,0.008511503,212559409
April 2020,Brazil,4/10/2020,19638,0.009238829,212559409
April 2020,Brazil,4/11/2020,20727,0.009751156,212559409
April 2020,Brazil,4/12/2020,22192,0.010440375,212559409
April 2020,Brazil,4/13/2020,23430,0.011022801,212559409
April 2020,Brazil,4/14/2020,25262,0.011884677,212559409
April 2020,Brazil,4/15/2020,28320,0.013323334,212559409
April 2020,Brazil,4/16/2020,30425,0.014313645,212559409
April 2020,Brazil,4/17/2020,33682,0.015845923,212559409
April 2020,Brazil,4/18/2020,36658,0.017246002,212559409
April 2020,Brazil,4/19/2020,38654,0.018185034,212559409
April 2020,Brazil,4/20/2020,40743,0.019167818,212559409
April 2020,Brazil,4/21/2020,43079,0.020266805,212559409
April 2020,Brazil,4/22/2020,45757,0.021526688,212559409
April 2020,Brazil,4/23/2020,50036,0.023539772,212559409
April 2020,Brazil,4/24/2020,54043,0.025424892,212559409
April 2020,Brazil,4/25/2020,59324,0.027909374,212559409
April 2020,Brazil,4/26/2020,63100,0.029685818,212559409
April 2020,Brazil,4/27/2020,67446,0.031730423,212559409
April 2020,Brazil,4/28/2020,73235,0.034453897,212559409
April 2020,Brazil,4/30/2020,87187,0.041017709,212559409
May 2020,Brazil,5/1/2020,92202,0.043377049,212559409
May 2020,Brazil,5/2/2020,97100,0.045681346,212559409
May 2020,Brazil,5/3/2020,101826,0.047904725,212559409
May 2020,Brazil,5/4/2020,108620,0.051101008,212559409
May 2020,Brazil,5/5/2020,115455,0.054316579,212559409
May 2020,Brazil,5/6/2020,126611,0.059564994,212559409
May 2020,Brazil,5/7/2020,135773,0.063875319,212559409
May 2020,Brazil,5/8/2020,146894,0.069107268,212559409
May 2020,Brazil,5/9/2020,156061,0.073419944,212559409
May 2020,Brazil,5/10/2020,162699,0.076542836,212559409
May 2020,Brazil,5/11/2020,169594,0.079786635,212559409
May 2020,Brazil,5/12/2020,178214,0.083841972,212559409
May 2020,Brazil,5/13/2020,190137,0.089451227,212559409
May 2020,Brazil,5/14/2020,203165,0.095580337,212559409
May 2020,Brazil,5/15/2020,220291,0.103637379,212559409
May 2020,Brazil,5/16/2020,233511,0.109856817,212559409
May 2020,Brazil,5/17/2020,241080,0.113417703,212559409
May 2020,Brazil,5/18/2020,255368,0.120139589,212559409
May 2020,Brazil,5/19/2020,271885,0.127910122,212559409
May 2020,Brazil,5/20/2020,291579,0.137175297,212559409
May 2020,Brazil,5/21/2020,310087,0.145882509,212559409
May 2020,Brazil,5/22/2020,330890,0.155669420,212559409
May 2020,Brazil,5/23/2020,347398,0.163435720,212559409
May 2020,Brazil,5/24/2020,363211,0.170875052,212559409
May 2020,Brazil,5/25/2020,374898,0.176373279,212559409
May 2020,Brazil,5/26/2020,391222,0.184053015,212559409
May 2020,Brazil,5/27/2020,411821,0.193743952,212559409
May 2020,Brazil,5/28/2020,438238,0.206172007,212559409
May 2020,Brazil,5/29/2020,465166,0.218840465,212559409
May 2020,Brazil,5/30/2020,498440,0.234494442,212559409
May 2020,Brazil,5/31/2020,514849,0.242214166,212559409
June 2020,Brazil,6/1/2020,526447,0.247670523,212559409
June 2020,Brazil,6/2/2020,555383,0.261283658,212559409
June 2020,Brazil,6/3/2020,584016,0.274754245,212559409
June 2020,Brazil,6/4/2020,614941,0.289303119,212559409
June 2020,Brazil,6/5/2020,645771,0.303807299,212559409
June 2020,Brazil,6/6/2020,672846,0.316544915,212559409
June 2020,Brazil,6/7/2020,691758,0.325442192,212559409
June 2020,Brazil,6/8/2020,707412,0.332806721,212559409
June 2020,Brazil,6/9/2020,739503,0.347904148,212559409
June 2020,Brazil,6/10/2020,772416,0.363388289,212559409
June 2020,Brazil,6/11/2020,802828,0.377695819,212559409
June 2020,Brazil,6/12/2020,828810,0.389919225,212559409
June 2020,Brazil,6/13/2020,850514,0.400130017,212559409
June 2020,Brazil,6/14/2020,867624,0.408179532,212559409
June 2020,Brazil,6/15/2020,888271,0.417893051,212559409
June 2020,Brazil,6/16/2020,923189,0.434320459,212559409
June 2020,Brazil,6/17/2020,955377,0.449463519,212559409
June 2020,Brazil,6/18/2020,978142,0.460173466,212559409
June 2020,Brazil,6/19/2020,1032913,0.485940851,212559409
June 2020,Brazil,6/20/2020,1067579,0.502249703,212559409
June 2020,Brazil,6/21/2020,1083341,0.509665041,212559409
June 2020,Brazil,6/22/2020,1106470,0.520546235,212559409
June 2020,Brazil,6/23/2020,1145906,0.539099165,212559409
June 2020,Brazil,6/24/2020,1188631,0.559199428,212559409
June 2020,Brazil,6/25/2020,1228114,0.577774471,212559409
June 2020,Brazil,6/26/2020,1274974,0.599820072,212559409
June 2020,Brazil,6/27/2020,1313667,0.618023453,212559409
June 2020,Brazil,6/28/2020,1344143,0.632361092,212559409
June 2020,Brazil,6/29/2020,1368195,0.643676517,212559409
June 2020,Brazil,6/30/2020,1402041,0.659599595,212559409
July 2020,Brazil,7/1/2020,1448753,0.681575568,212559409
July 2020,Brazil,7/2/2020,1496858,0.704206888,212559409
July 2020,Brazil,7/3/2020,1539081,0.724070982,212559409
July 2020,Brazil,7/4/2020,1577004,0.741912112,212559409
July 2020,Brazil,7/5/2020,1603055,0.754167979,212559409
July 2020,Brazil,7/6/2020,1623284,0.763684848,212559409
July 2020,Brazil,7/7/2020,1668589,0.784998889,212559409
July 2020,Brazil,7/8/2020,1713160,0.805967615,212559409
July 2020,Brazil,7/9/2020,1755779,0.826018010,212559409
July 2020,Brazil,7/10/2020,1800827,0.847211144,212559409
July 2020,Brazil,7/11/2020,1839850,0.865569776,212559409
July 2020,Brazil,7/12/2020,1864681,0.877251686,212559409
July 2020,Brazil,7/13/2020,1884967,0.886795371,212559409
July 2020,Brazil,7/14/2020,1926824,0.906487278,212559409
July 2020,Brazil,7/15/2020,1966748,0.925269791,212559409
July 2020,Brazil,7/16/2020,2012151,0.946629937,212559409
July 2020,Brazil,7/17/2020,2046328,0.962708736,212559409
July 2020,Brazil,7/18/2020,2074860,0.976131807,212559409
July 2020,Brazil,7/19/2020,2098389,0.987201183,212559409
July 2020,Brazil,7/20/2020,2118646,0.996731224,212559409
July 2020,Brazil,7/21/2020,2159654,1.016023713,212559409
July 2020,Brazil,7/22/2020,2227514,1.047948905,212559409
July 2020,Brazil,7/23/2020,2287475,1.076157960,212559409
July 2020,Brazil,7/24/2020,2343366,1.102452256,212559409
July 2020,Brazil,7/25/2020,2394513,1.126514705,212559409
July 2020,Brazil,7/26/2020,2419091,1.138077590,212559409
July 2020,Brazil,7/27/2020,2442375,1.149031704,212559409
July 2020,Brazil,7/28/2020,2483191,1.168233865,212559409
July 2020,Brazil,7/29/2020,2552265,1.200730192,212559409
July 2020,Brazil,7/30/2020,2610102,1.227939997,212559409
July 2020,Brazil,7/31/2020,2662485,1.252583931,212559409
August 2020,Brazil,8/1/2020,2707877,1.273938901,212559409
August 2020,Brazil,8/2/2020,2733677,1.286076685,212559409
August 2020,Brazil,8/3/2020,2750318,1.293905555,212559409
August 2020,Brazil,8/4/2020,2801921,1.318182532,212559409
August 2020,Brazil,8/5/2020,2859073,1.345070074,212559409
August 2020,Brazil,8/6/2020,2912212,1.370069673,212559409
August 2020,Brazil,8/7/2020,2962442,1.393700714,212559409
August 2020,Brazil,8/8/2020,3012412,1.417209435,212559409
August 2020,Brazil,8/9/2020,3035422,1.428034644,212559409
August 2020,Brazil,8/10/2020,3057470,1.438407274,212559409
August 2020,Brazil,8/11/2020,3109630,1.462946296,212559409
August 2020,Brazil,8/12/2020,3164785,1.488894335,212559409
August 2020,Brazil,8/13/2020,3224876,1.517164550,212559409
August 2020,Brazil,8/14/2020,3275520,1.540990359,212559409
August 2020,Brazil,8/15/2020,3317096,1.560550067,212559409
August 2020,Brazil,8/16/2020,3340197,1.571418088,212559409
August 2020,Brazil,8/17/2020,3359570,1.580532245,212559409
August 2020,Brazil,8/18/2020,3407354,1.603012549,212559409
August 2020,Brazil,8/19/2020,3456652,1.626205124,212559409
August 2020,Brazil,8/20/2020,3501975,1.647527633,212559409
August 2020,Brazil,8/21/2020,3532330,1.661808346,212559409
August 2020,Brazil,8/22/2020,3582362,1.685346237,212559409
August 2020,Brazil,8/23/2020,3605783,1.696364803,212559409
August 2020,Brazil,8/24/2020,3622861,1.704399263,212559409
August 2020,Brazil,8/25/2020,3669995,1.726573769,212559409
August 2020,Brazil,8/26/2020,3717156,1.748760978,212559409
August 2020,Brazil,8/27/2020,3761391,1.769571631,212559409
August 2020,Brazil,8/28/2020,3804803,1.789995097,212559409
August 2020,Brazil,8/29/2020,3846153,1.809448482,212559409
August 2020,Brazil,8/30/2020,3862311,1.817050122,212559409
August 2020,Brazil,8/31/2020,3908272,1.838672783,212559409
September 2020,Brazil,9/1/2020,3950931,1.858741995,212559409
September 2020,Brazil,9/2/2020,3997865,1.880822410,212559409
September 2020,Brazil,9/3/2020,4041638,1.901415712,212559409
September 2020,Brazil,9/4/2020,4091801,1.925015232,212559409
September 2020,Brazil,9/5/2020,4123000,1.939693011,212559409
September 2020,Brazil,9/6/2020,4137521,1.946524513,212559409
September 2020,Brazil,9/7/2020,4147794,1.951357514,212559409
September 2020,Brazil,9/8/2020,4162073,1.958075166,212559409
September 2020,Brazil,9/9/2020,4197889,1.974925043,212559409
September 2020,Brazil,9/10/2020,4238446,1.994005356,212559409
September 2020,Brazil,9/11/2020,4282164,2.014572782,212559409
September 2020,Brazil,9/12/2020,4315687,2.030343903,212559409
September 2020,Brazil,9/13/2020,4330455,2.037291607,212559409
September 2020,Brazil,9/14/2020,4345610,2.044421379,212559409
September 2020,Brazil,9/15/2020,4382263,2.061665028,212559409
September 2020,Brazil,9/16/2020,4419083,2.078987244,212559409
September 2020,Brazil,9/17/2020,4455386,2.096066234,212559409
September 2020,Brazil,9/18/2020,4495183,2.114789000,212559409
September 2020,Brazil,9/19/2020,4528240,2.130340887,212559409
September 2020,Brazil,9/20/2020,4544629,2.138051202,212559409
September 2020,Brazil,9/21/2020,4558040,2.144360497,212559409
September 2020,Brazil,9/22/2020,4591364,2.160037997,212559409
September 2020,Brazil,9/23/2020,4591364,2.160037997,212559409
September 2020,Brazil,9/24/2020,4657702,2.191247154,212559409
September 2020,Brazil,9/25/2020,4689613,2.206259898,212559409
September 2020,Brazil,9/26/2020,4717991,2.219610518,212559409
September 2020,Brazil,9/27/2020,4732309,2.226346518,212559409
September 2020,Brazil,9/28/2020,4745464,2.232535376,212559409
September 2020,Brazil,9/29/2020,4777522,2.247617277,212559409
September 2020,Brazil,9/30/2020,4810935,2.263336647,212559409
October 2020,Brazil,10/1/2020,4847092,2.280346950,212559409
October 2020,Brazil,10/2/2020,4847092,2.280346950,212559409
October 2020,Brazil,10/3/2020,4906833,2.308452504,212559409
October 2020,Brazil,10/4/2020,4915289,2.312430686,212559409
October 2020,Brazil,10/5/2020,4927235,2.318050762,212559409
October 2020,Brazil,10/6/2020,4969141,2.337765721,212559409
October 2020,Brazil,10/7/2020,5000694,2.352610041,212559409
October 2020,Brazil,10/8/2020,5028444,2.365665215,212559409
October 2020,Brazil,10/9/2020,5055888,2.378576429,212559409
October 2020,Brazil,10/10/2020,5082637,2.391160675,212559409
October 2020,Brazil,10/11/2020,5094979,2.396967052,212559409
October 2020,Brazil,10/12/2020,5103408,2.400932532,212559409
October 2020,Brazil,10/13/2020,5113628,2.405740599,212559409
October 2020,Brazil,10/14/2020,5140863,2.418553488,212559409
October 2020,Brazil,10/15/2020,5169386,2.431972324,212559409
October 2020,Brazil,10/16/2020,5200300,2.446516023,212559409
October 2020,Brazil,10/17/2020,5224362,2.457836153,212559409
October 2020,Brazil,10/18/2020,5224362,2.457836153,212559409
October 2020,Brazil,10/19/2020,5250727,2.470239744,212559409
October 2020,Brazil,10/20/2020,5273954,2.481167042,212559409
October 2020,Brazil,10/21/2020,5298772,2.492842836,212559409
October 2020,Brazil,10/22/2020,5323630,2.504537449,212559409
October 2020,Brazil,10/23/2020,5353656,2.518663382,212559409
October 2020,Brazil,10/24/2020,5380635,2.531355834,212559409
October 2020,Brazil,10/25/2020,5394128,2.537703706,212559409
October 2020,Brazil,10/26/2020,5409854,2.545102108,212559409
October 2020,Brazil,10/27/2020,5439641,2.559115602,212559409
October 2020,Brazil,10/28/2020,5468270,2.572584307,212559409
October 2020,Brazil,10/29/2020,5494376,2.584866050,212559409
October 2020,Brazil,10/30/2020,5516658,2.595348767,212559409
October 2020,Brazil,10/31/2020,5535605,2.604262510,212559409
November 2020,Brazil,11/1/2020,5545705,2.609014123,212559409
November 2020,Brazil,11/2/2020,5554206,2.613013475,212559409
November 2020,Brazil,11/3/2020,5566049,2.618585094,212559409
November 2020,Brazil,11/4/2020,5590025,2.629864764,212559409
November 2020,Brazil,11/5/2020,5590025,2.629864764,212559409
November 2020,Brazil,11/6/2020,5631181,2.649226880,212559409
November 2020,Brazil,11/7/2020,5653561,2.659755702,212559409
November 2020,Brazil,11/8/2020,5664115,2.664720902,212559409
November 2020,Brazil,11/9/2020,5675032,2.669856878,212559409
November 2020,Brazil,11/10/2020,5699005,2.681135136,212559409
November 2020,Brazil,11/11/2020,5747660,2.704025207,212559409
November 2020,Brazil,11/12/2020,5781582,2.719984040,212559409
November 2020,Brazil,11/13/2020,5810652,2.733660216,212559409
November 2020,Brazil,11/14/2020,5848959,2.751682002,212559409
November 2020,Brazil,11/15/2020,5863093,2.758331437,212559409
November 2020,Brazil,11/16/2020,5876464,2.764621913,212559409
November 2020,Brazil,11/17/2020,5911758,2.781226212,212559409
November 2020,Brazil,11/18/2020,5945849,2.797264552,212559409
November 2020,Brazil,11/19/2020,5981767,2.814162416,212559409
November 2020,Brazil,11/20/2020,6020164,2.832226542,212559409
November 2020,Brazil,11/21/2020,6052786,2.847573781,212559409
November 2020,Brazil,11/22/2020,6071401,2.856331333,212559409
November 2020,Brazil,11/23/2020,6087608,2.863956025,212559409
November 2020,Brazil,11/24/2020,6118708,2.878587228,212559409
November 2020,Brazil,11/25/2020,6166606,2.901121164,212559409
November 2020,Brazil,11/26/2020,6204220,2.918816922,212559409
November 2020,Brazil,11/27/2020,6238350,2.934873610,212559409
November 2020,Brazil,11/28/2020,6290272,2.959300663,212559409
November 2020,Brazil,11/29/2020,6314740,2.970811798,212559409
November 2020,Brazil,11/30/2020,6335878,2.980756312,212559409
December 2020,Brazil,12/1/2020,6386787,3.004706792,212559409
December 2020,Brazil,12/2/2020,6436650,3.028165175,212559409
December 2020,Brazil,12/3/2020,6487084,3.051892189,212559409
December 2020,Brazil,12/4/2020,6533968,3.073949081,212559409
December 2020,Brazil,12/5/2020,6577177,3.094277045,212559409
December 2020,Brazil,12/6/2020,6603540,3.106679695,212559409
December 2020,Brazil,12/7/2020,6623911,3.116263369,212559409
December 2020,Brazil,12/8/2020,6674999,3.140298061,212559409
December 2020,Brazil,12/9/2020,6728452,3.165445384,212559409
December 2020,Brazil,12/10/2020,6781799,3.190542838,212559409
December 2020,Brazil,12/11/2020,6836227,3.216148856,212559409
December 2020,Brazil,12/12/2020,6880127,3.236801905,212559409
December 2020,Brazil,12/13/2020,6901952,3.247069623,212559409
December 2020,Brazil,12/14/2020,6927145,3.258921839,212559409
December 2020,Brazil,12/15/2020,6970034,3.279099256,212559409
December 2020,Brazil,12/16/2020,7040608,3.312301268,212559409
December 2020,Brazil,12/17/2020,7110434,3.345151378,212559409
December 2020,Brazil,12/18/2020,7162978,3.369871056,212559409
December 2020,Brazil,12/19/2020,7213155,3.393477162,212559409
December 2020,Brazil,12/20/2020,7238600,3.405447933,212559409
December 2020,Brazil,12/21/2020,7263619,3.417218289,212559409
December 2020,Brazil,12/22/2020,7318821,3.443188441,212559409
December 2020,Brazil,12/23/2020,7365517,3.465156887,212559409
December 2020,Brazil,12/24/2020,7423945,3.492644732,212559409
December 2020,Brazil,12/25/2020,7448560,3.504225024,212559409
December 2020,Brazil,12/26/2020,7465806,3.512338520,212559409
December 2020,Brazil,12/27/2020,7484285,3.521032089,212559409
December 2020,Brazil,12/28/2020,7504833,3.530699034,212559409
December 2020,Brazil,12/29/2020,7563551,3.558323311,212559409
December 2020,Brazil,12/30/2020,7619200,3.584503756,212559409
December 2020,Brazil,12/31/2020,7675973,3.611212995,212559409
January 2021,Brazil,1/1/2021,7700578,3.622788582,212559409
January 2021,Brazil,1/2/2021,7716405,3.630234501,212559409
January 2021,Brazil,1/3/2021,7733746,3.638392690,212559409
January 2021,Brazil,1/4/2021,7753752,3.647804647,212559409
January 2021,Brazil,1/5/2021,7810400,3.674455079,212559409
January 2021,Brazil,1/6/2021,7873830,3.704296148,212559409
January 2021,Brazil,1/7/2021,7961673,3.745622477,212559409
January 2021,Brazil,1/8/2021,8013708,3.770102692,212559409
January 2021,Brazil,1/9/2021,8075998,3.799407440,212559409
January 2021,Brazil,1/10/2021,8105790,3.813423286,212559409
January 2021,Brazil,1/11/2021,8131612,3.825571419,212559409
January 2021,Brazil,1/12/2021,8195637,3.855692410,212559409
January 2021,Brazil,1/13/2021,8256536,3.884342753,212559409
January 2021,Brazil,1/14/2021,8324294,3.916219959,212559409
January 2021,Brazil,1/15/2021,8393492,3.948774622,212559409
January 2021,Brazil,1/16/2021,8455059,3.977739231,212559409
January 2021,Brazil,1/17/2021,8488099,3.993283120,212559409
January 2021,Brazil,1/18/2021,8511770,4.004419301,212559409
January 2021,Brazil,1/19/2021,8573864,4.033631840,212559409
January 2021,Brazil,1/20/2021,8638249,4.063922195,212559409
January 2021,Brazil,1/21/2021,8697368,4.091735125,212559409
January 2021,Brazil,1/22/2021,8753920,4.118340393,212559409
January 2021,Brazil,1/23/2021,8816254,4.147665842,212559409
January 2021,Brazil,1/24/2021,8844577,4.160990587,212559409
January 2021,Brazil,1/25/2021,8871393,4.173606354,212559409
January 2021,Brazil,1/26/2021,8933356,4.202757263,212559409
January 2021,Brazil,1/27/2021,8996876,4.232640673,212559409
January 2021,Brazil,1/28/2021,9058687,4.261720073,212559409
January 2021,Brazil,1/29/2021,9118513,4.289865616,212559409
January 2021,Brazil,1/30/2021,9176975,4.317369456,212559409
January 2021,Brazil,1/31/2021,9204731,4.330427452,212559409
February 2021,Brazil,2/1/2021,9229322,4.341996453,212559409
February 2021,Brazil,2/2/2021,9283418,4.367446279,212559409
February 2021,Brazil,2/3/2021,9339420,4.393792796,212559409
February 2021,Brazil,2/4/2021,9396293,4.420549080,212559409
February 2021,Brazil,2/5/2021,9447165,4.444482154,212559409
February 2021,Brazil,2/6/2021,9447165,4.444482154,212559409
February 2021,Brazil,2/7/2021,9524640,4.480930788,212559409
February 2021,Brazil,2/8/2021,9524640,4.480930788,212559409
February 2021,Brazil,2/9/2021,9599565,4.516179757,212559409
February 2021,Brazil,2/10/2021,9659167,4.544219917,212559409
February 2021,Brazil,2/11/2021,9713909,4.569973659,212559409
February 2021,Brazil,2/12/2021,9765455,4.594223820,212559409
February 2021,Brazil,2/13/2021,9809754,4.615064582,212559409
February 2021,Brazil,2/14/2021,9834513,4.626712619,212559409
February 2021,Brazil,2/15/2021,9866710,4.641859914,212559409
February 2021,Brazil,2/16/2021,9921981,4.667862527,212559409
February 2021,Brazil,2/17/2021,9978747,4.694568472,212559409
February 2021,Brazil,2/18/2021,10030626,4.718975296,212559409
February 2021,Brazil,2/19/2021,10084208,4.744183307,212559409
February 2021,Brazil,2/20/2021,10139148,4.770030199,212559409
February 2021,Brazil,2/21/2021,10168174,4.783685675,212559409
February 2021,Brazil,2/22/2021,10195160,4.796381420,212559409
February 2021,Brazil,2/23/2021,10257875,4.825886113,212559409
February 2021,Brazil,2/24/2021,10324463,4.857212884,212559409
February 2021,Brazil,2/25/2021,10390461,4.888262086,212559409
February 2021,Brazil,2/26/2021,10455630,4.918921279,212559409
February 2021,Brazil,2/27/2021,10517232,4.947902353,212559409
February 2021,Brazil,2/28/2021,10551259,4.963910584,212559409
March 2021,Brazil,3/1/2021,10587001,4.980725647,212559409
March 2021,Brazil,3/2/2021,10646926,5.008917766,212559409
March 2021,Brazil,3/3/2021,10718630,5.042651394,212559409
March 2021,Brazil,3/4/2021,10793732,5.077983633,212559409
March 2021,Brazil,3/5/2021,10869227,5.113500763,212559409
March 2021,Brazil,3/6/2021,10938836,5.146248784,212559409
March 2021,Brazil,3/7/2021,11019344,5.184124312,212559409
March 2021,Brazil,3/8/2021,11051665,5.199329944,212559409
March 2021,Brazil,3/9/2021,11122429,5.232621342,212559409
March 2021,Brazil,3/10/2021,11202305,5.270199542,212559409
March 2021,Brazil,3/11/2021,11277717,5.305677624,212559409
March 2021,Brazil,3/12/2021,11363380,5.345978357,212559409
March 2021,Brazil,3/13/2021,11439558,5.381816808,212559409
March 2021,Brazil,3/14/2021,11483370,5.402428457,212559409
March 2021,Brazil,3/15/2021,11519609,5.419477338,212559409
March 2021,Brazil,3/16/2021,11603535,5.458960887,212559409
March 2021,Brazil,3/17/2021,11693838,5.501444540,212559409
March 2021,Brazil,3/18/2021,11780820,5.542365805,212559409
March 2021,Brazil,3/19/2021,11871390,5.584975069,212559409
March 2021,Brazil,3/20/2021,11950459,5.622173611,212559409
March 2021,Brazil,3/21/2021,11998233,5.644649210,212559409
March 2021,Brazil,3/22/2021,12047526,5.667839432,212559409
March 2021,Brazil,3/23/2021,12130019,5.706648817,212559409
March 2021,Brazil,3/24/2021,12220011,5.748986158,212559409
March 2021,Brazil,3/25/2021,12320169,5.796106161,212559409
March 2021,Brazil,3/26/2021,12404414,5.835739786,212559409
March 2021,Brazil,3/27/2021,12490362,5.876174599,212559409
March 2021,Brazil,3/28/2021,12534688,5.897028063,212559409
March 2021,Brazil,3/29/2021,12573615,5.915341532,212559409
March 2021,Brazil,3/30/2021,12658109,5.955092301,212559409
March 2021,Brazil,3/31/2021,12748747,5.997733556,212559409
April 2021,Brazil,4/1/2021,12839844,6.040590751,212559409
April 2021,Brazil,4/2/2021,12910082,6.073634689,212559409
April 2021,Brazil,4/3/2021,12953597,6.094106613,212559409
April 2021,Brazil,4/4/2021,12984956,6.108859665,212559409
April 2021,Brazil,4/5/2021,13013601,6.122335897,212559409
April 2021,Brazil,4/6/2021,13100580,6.163255751,212559409
April 2021,Brazil,4/7/2021,13193205,6.206831804,212559409
April 2021,Brazil,4/8/2021,13279857,6.247597819,212559409
April 2021,Brazil,4/9/2021,13373174,6.291499427,212559409
April 2021,Brazil,4/10/2021,13445006,6.325293274,212559409
April 2021,Brazil,4/11/2021,13482023,6.342708170,212559409
April 2021,Brazil,4/12/2021,13517808,6.359543463,212559409
April 2021,Brazil,4/13/2021,13599994,6.398208418,212559409
April 2021,Brazil,4/14/2021,13673507,6.432793102,212559409
April 2021,Brazil,4/15/2021,13746681,6.467218301,212559409
April 2021,Brazil,4/16/2021,13832455,6.507571255,212559409
April 2021,Brazil,4/17/2021,13900091,6.539391065,212559409
April 2021,Brazil,4/18/2021,13943071,6.559611294,212559409
April 2021,Brazil,4/19/2021,13973695,6.574018561,212559409
April 2021,Brazil,4/20/2021,14043076,6.606659318,212559409
April 2021,Brazil,4/21/2021,14122795,6.644163656,212559409
April 2021,Brazil,4/22/2021,14167973,6.665417949,212559409
April 2021,Brazil,4/23/2021,14237078,6.697928860,212559409
April 2021,Brazil,4/24/2021,14308215,6.731395739,212559409
April 2021,Brazil,4/25/2021,14340787,6.746719455,212559409
April 2021,Brazil,4/26/2021,14369423,6.760191453,212559409
April 2021,Brazil,4/27/2021,14441563,6.794130200,212559409
April 2021,Brazil,4/28/2021,14521289,6.831637832,212559409
April 2021,Brazil,4/29/2021,14590678,6.864282352,212559409
April 2021,Brazil,4/30/2021,14659011,6.896430071,212559409
May 2021,Brazil,5/1/2021,14725975,6.927933734,212559409
May 2021,Brazil,5/2/2021,14754910,6.941546398,212559409
May 2021,Brazil,5/3/2021,14779529,6.953128572,212559409
May 2021,Brazil,5/4/2021,14856888,6.989522633,212559409
May 2021,Brazil,5/5/2021,14930183,7.024004757,212559409
May 2021,Brazil,5/6/2021,15003563,7.058526870,212559409
May 2021,Brazil,5/7/2021,15082449,7.095639318,212559409
May 2021,Brazil,5/8/2021,15145879,7.125480387,212559409
May 2021,Brazil,5/9/2021,15184790,7.143786328,212559409
May 2021,Brazil,5/10/2021,15209990,7.155641838,212559409
May 2021,Brazil,5/11/2021,15282705,7.189851097,212559409
May 2021,Brazil,5/12/2021,15359397,7.225931363,212559409
May 2021,Brazil,5/13/2021,15433989,7.261023670,212559409
May 2021,Brazil,5/14/2021,15519525,7.301264655,212559409
May 2021,Brazil,5/15/2021,15586534,7.332789489,212559409
May 2021,Brazil,5/16/2021,15627243,7.351941311,212559409
May 2021,Brazil,5/17/2021,15657391,7.366124640,212559409
May 2021,Brazil,5/18/2021,15732836,7.401618246,212559409
May 2021,Brazil,5/19/2021,15812055,7.438887356,212559409
May 2021,Brazil,5/20/2021,15894094,7.477483154,212559409
May 2021,Brazil,5/21/2021,15970949,7.513640104,212559409
May 2021,Brazil,5/22/2021,16047439,7.549625338,212559409
May 2021,Brazil,5/23/2021,16083258,7.566476627,212559409
May 2021,Brazil,5/24/2021,16120756,7.584117812,212559409
May 2021,Brazil,5/25/2021,16194209,7.618674269,212559409
May 2021,Brazil,5/26/2021,16274695,7.656539448,212559409
May 2021,Brazil,5/27/2021,16342162,7.688279751,212559409
May 2021,Brazil,5/28/2021,16391930,7.711693440,212559409
May 2021,Brazil,5/29/2021,16471600,7.749174726,212559409
May 2021,Brazil,5/30/2021,16515120,7.769649002,212559409
May 2021,Brazil,5/31/2021,16545554,7.783966881,212559409
June 2021,Brazil,6/1/2021,16624480,7.821098148,212559409
June 2021,Brazil,6/2/2021,16720081,7.866074279,212559409
June 2021,Brazil,6/3/2021,16803472,7.905306135,212559409
June 2021,Brazil,6/4/2021,16841408,7.923153381,212559409
June 2021,Brazil,6/5/2021,16907425,7.954211521,212559409
June 2021,Brazil,6/6/2021,16947062,7.972859014,212559409
June 2021,Brazil,6/7/2021,16984218,7.990339303,212559409
June 2021,Brazil,6/8/2021,17037129,8.015231638,212559409
June 2021,Brazil,6/9/2021,17122877,8.055572360,212559409
June 2021,Brazil,6/10/2021,17210969,8.097015832,212559409
June 2021,Brazil,6/11/2021,17296118,8.137074751,212559409
June 2021,Brazil,6/12/2021,17374818,8.174099694,212559409
June 2021,Brazil,6/13/2021,17412766,8.191952585,212559409
June 2021,Brazil,6/14/2021,17452612,8.210698403,212559409
June 2021,Brazil,6/15/2021,17533221,8.248621448,212559409
June 2021,Brazil,6/16/2021,17628588,8.293487493,212559409
June 2021,Brazil,6/17/2021,17702630,8.328321048,212559409
June 2021,Brazil,6/18/2021,17801462,8.374817226,212559409
June 2021,Brazil,6/19/2021,17883750,8.413530167,212559409
June 2021,Brazil,6/20/2021,17927928,8.434314004,212559409
June 2021,Brazil,6/21/2021,17966831,8.452616181,212559409
June 2021,Brazil,6/22/2021,18054653,8.493932630,212559409
June 2021,Brazil,6/23/2021,18169881,8.548142416,212559409
June 2021,Brazil,6/24/2021,18243483,8.582768971,212559409
June 2021,Brazil,6/25/2021,18322760,8.620065367,212559409
June 2021,Brazil,6/26/2021,18386894,8.650237638,212559409
June 2021,Brazil,6/27/2021,18420598,8.666093911,212559409
June 2021,Brazil,6/28/2021,18448402,8.679174489,212559409
June 2021,Brazil,6/29/2021,18513305,8.709708541,212559409
June 2021,Brazil,6/30/2021,18557141,8.730331481,212559409
July 2021,Brazil,7/1/2021,18622304,8.760987852,212559409
